1746528911919574,0.00018706945,-0.0003017207,4.90784e-06,4000,0,-0.4613592,0.28693935,-9.871054,4000,0,0,1,1
1746528911927574,0.000163401,-0.00042709155,0.00033709788,4000,0,-0.46222052,0.29272315,-9.870965,4000,0,0,1,1
1746528911939574,-0.0005439044,-0.00018763132,0.00013749549,4000,0,-0.46338728,0.29032975,-9.868991,4000,0,0,1,1
1746528911947574,0.00041535668,0.00023545901,0.00019449617,4000,0,-0.4652427,0.2884158,-9.867243,4000,0,0,1,1
1746528911959574,-0.00042742916,-0.000276905,-0.0005437085,4000,0,-0.46699655,0.28760546,-9.870017,4000,0,0,1,1
1746528911967574,0.000106507476,-0.00021471648,0.0005472072,4000,0,-0.46029553,0.2915934,-9.868575,4000,0,0,1,1
1746528911979574,0.00018206019,0.00033883777,4.6748886e-05,4000,0,-0.46549493,0.28486413,-9.871235,4000,0,0,1,1
1746528911987574,-0.00019058792,-0.00020307023,1.725699e-05,4000,0,-0.464551,0.2835461,-9.867181,4000,0,0,1,1
1746528911999574,0.00057650625,-0.0001376899,3.669486e-05,4000,0,-0.46295488,0.28890797,-9.869555,4000,0,0,1,1
1746528912007574,-0.000103209924,-0.00024071331,-7.332452e-06,4000,0,-0.46239766,0.29735473,-9.869216,4000,0,0,1,1
1746528912019574,0.00019495538,-0.00023094393,-5.405201e-06,4000,0,-0.46502346,0.29024264,-9.870382,4000,0,0,1,1
1746528912027574,7.0008326e-05,-0.0005239956,0.0002733369,4000,0,-0.4635272,0.28628588,-9.867288,4000,0,0,1,1
1746528912039574,0.00057961675,-0.0002975076,1.7849224e-07,4000,0,-0.4659462,0.28939876,-9.863345,4000,0,0,1,1
1746528912047574,0.00015127064,9.157004e-05,0.0007449321,4000,0,-0.4615089,0.29091415,-9.869328,4000,0,0,1,1
1746528912059574,1.4596501e-05,0.0001089634,0.00041435595,4000,0,-0.46592152,0.2893812,-9.871457,4000,0,0,1,1
1746528912067574,-0.0003945734,-1.31022725e-05,-0.0002739162,4000,0,-0.46313286,0.29183862,-9.872195,4000,0,0,1,1
1746528912079574,-0.00054073153,-0.00040605108,-0.00020784355,4000,0,-0.46272695,0.29742107,-9.872578,4000,0,0,1,1
1746528912087574,0.000769672,0.0002290814,0.00013592777,4000,0,-0.46184042,0.29028493,-9.870854,4000,0,0,1,1
1746528912099933,-0.00022008312,-0.00040940507,-0.0005460982,4000,0,-0.4627456,0.29479295,-9.875653,4000,0,0,1,1
1746528912107933,0.0001801921,-0.00017209904,0.00031199583,4000,0,-0.46330753,0.29177558,-9.865828,4000,0,0,1,1
1746528912119933,1.205978e-06,-8.664301e-05,-6.8311325e-05,4000,0,-0.46613452,0.29349732,-9.868946,4000,0,0,1,1
1746528912127933,0.00010837193,-0.00039042247,0.00019411376,4000,0,-0.46698365,0.2912693,-9.870544,4000,0,0,1,1
